,Title,Authors,Page numbers,DOI,Year of publication
361,3D Transformer-GAN for High-Quality PET Reconstruction,"Yanmei Luo, Yan Wang, Chen Zu, Bo Zhan, Xi Wu, Jiliu Zhou et al.",276-285,/chapter/10.1007/978-3-030-87231-1_27,2021
362,Learnable Multi-scale Fourier Interpolation for Sparse View CT Image Reconstruction,"Qiaoqiao Ding, Hui Ji, Hao Gao, Xiaoqun Zhang",286-295,/chapter/10.1007/978-3-030-87231-1_28,2021
363,U-DuDoNet: Unpaired Dual-Domain Network for CT Metal Artifact Reduction,"Yuanyuan Lyu, Jiajun Fu, Cheng Peng, S. Kevin Zhou",296-306,/chapter/10.1007/978-3-030-87231-1_29,2021
364,Task Transformer Network for Joint MRI Reconstruction and Super-Resolution,"Chun-Mei Feng, Yunlu Yan, Huazhu Fu, Li Chen, Yong Xu",307-317,/chapter/10.1007/978-3-030-87231-1_30,2021
365,Conditional GAN with an Attention-Based Generator and a 3D Discriminator for 3D Medical Image Generation,"Euijin Jung, Miguel Luna, Sang Hyun Park",318-328,/chapter/10.1007/978-3-030-87231-1_31,2021
366,Multimodal MRI Acceleration via Deep Cascading Networks with Peer-Layer-Wise Dense Connections,"Xiao-Xin Li, Zhijie Chen, Xin-Jie Lou, Junwei Yang, Yong Chen, Dinggang Shen",329-339,/chapter/10.1007/978-3-030-87231-1_32,2021
367,Rician Noise Estimation for 3D Magnetic Resonance Images Based on Benfordâ€™s Law,"Rosa Maza-Quiroga, Karl Thurnhofer-Hemsi, Domingo LÃ³pez-RodrÃ­guez, Ezequiel LÃ³pez-Rubio",340-349,/chapter/10.1007/978-3-030-87231-1_33,2021
368,Deep J-Sense: Accelerated MRI Reconstruction via Unrolled Alternating Optimization,"Marius Arvinte, Sriram Vishwanath, Ahmed H. Tewfik, Jonathan I. Tamir",350-360,/chapter/10.1007/978-3-030-87231-1_34,2021
369,Label-Free Physics-Informed Image Sequence Reconstruction with Disentangled Spatial-Temporal Modeling,"Xiajun Jiang, Ryan Missel, Maryam Toloubidokhti, Zhiyuan Li, Omar Gharbia, John L. Sapp et al.",361-371,/chapter/10.1007/978-3-030-87231-1_35,2021
370,High-Resolution Hierarchical Adversarial Learning for OCT Speckle Noise Reduction,"Yi Zhou, Jiang Li, Meng Wang, Weifang Zhu, Yuanyuan Peng, Zhongyue Chen et al.",372-381,/chapter/10.1007/978-3-030-87231-1_36,2021
371,Self-supervised Learning for MRI Reconstruction with a Parallel Network Training Framework,"Chen Hu, Cheng Li, Haifeng Wang, Qiegen Liu, Hairong Zheng, Shanshan Wang",382-391,/chapter/10.1007/978-3-030-87231-1_37,2021
372,Acceleration by Deep-Learnt Sharing of Superfluous Information in Multi-contrast MRI,"Sudhanya Chatterjee, Suresh Emmanuel Joel, Ramesh Venkatesan, Dattesh Dayanand Shanbhag",392-401,/chapter/10.1007/978-3-030-87231-1_38,2021
373,Sequential Lung Nodule Synthesis Using Attribute-Guided Generative Adversarial Networks,"Sungho Suh, Sojeong Cheon, Dong-Jin Chang, Deukhee Lee, Yong Oh Lee",402-411,/chapter/10.1007/978-3-030-87231-1_39,2021
374,A Data-Driven Approach for High Frame Rate Synthetic Transmit Aperture Ultrasound Imaging,"Yinran Chen, Jing Liu, Jianwen Luo, Xiongbiao Luo",412-420,/chapter/10.1007/978-3-030-87231-1_40,2021
375,Interpretable Deep Learning for Multimodal Super-Resolution of Medical Images,"Evaggelia Tsiligianni, Matina Zerva, Iman Marivani, Nikos Deligiannis, Lisimachos Kondi",421-429,/chapter/10.1007/978-3-030-87231-1_41,2021
376,MRI Super-Resolution Through Generative Degradation Learning,"Yao Sui, Onur Afacan, Ali Gholipour, Simon K. Warfield",430-440,/chapter/10.1007/978-3-030-87231-1_42,2021
377,Task-Oriented Low-Dose CT Image Denoising,"Jiajin Zhang, Hanqing Chao, Xuanang Xu, Chuang Niu, Ge Wang, Pingkun Yan",441-450,/chapter/10.1007/978-3-030-87231-1_43,2021
378,Revisiting Contour-Driven and Knowledge-Based Deformable Models: Application to 2D-3D Proximal Femur Reconstruction from X-ray Images,"Christophe ChÃªnes, JÃ©rÃ´me Schmid",451-460,/chapter/10.1007/978-3-030-87231-1_44,2021
379,Memory-Efficient Learning for High-Dimensional MRI Reconstruction,"Ke Wang, Michael Kellman, Christopher M. Sandino, Kevin Zhang, Shreyas S. Vasanawala, Jonathan I. Tamir et al.",461-470,/chapter/10.1007/978-3-030-87231-1_45,2021
380,SA-GAN: Structure-Aware GAN for Organ-Preserving Synthetic CT Generation,"Hajar Emami, Ming Dong, Siamak P. Nejad-Davarani, Carri K. Glide-Hurst",471-481,/chapter/10.1007/978-3-030-87231-1_46,2021
381,Distortion Energy for Deep Learning-Based Volumetric Finite Element Mesh Generation for Aortic Valves,"Daniel H. Pak, Minliang Liu, Theodore Kim, Liang Liang, Raymond McKay, Wei Sun et al.",485-494,/chapter/10.1007/978-3-030-87231-1_47,2021
382,Ultrasound Video Transformers for Cardiac Ejection Fraction Estimation,"Hadrien Reynaud, Athanasios Vlontzos, Benjamin Hou, Arian Beqiri, Paul Leeson, Bernhard Kainz",495-505,/chapter/10.1007/978-3-030-87231-1_48,2021
383,EchoCP: An Echocardiography Dataset in Contrast Transthoracic Echocardiography for Patent Foramen Ovale Diagnosis,"Tianchen Wang, Zhihe Li, Meiping Huang, Jian Zhuang, Shanshan Bi, Jiawei Zhang et al.",506-515,/chapter/10.1007/978-3-030-87231-1_49,2021
384,Transformer Network for Significant Stenosis Detection in CCTA of Coronary Arteries,"Xinghua Ma, Gongning Luo, Wei Wang, Kuanquan Wang",516-525,/chapter/10.1007/978-3-030-87231-1_50,2021
385,Training Automatic View Planner for Cardiac MR Imaging via Self-supervision by Spatial Relationship Between Views,"Dong Wei, Kai Ma, Yefeng Zheng",526-536,/chapter/10.1007/978-3-030-87231-1_51,2021
386,Phase-Independent Latent Representation for Cardiac Shape Analysis,"Josquin Harrison, Marco Lorenzi, Benoit Legghe, Xavier Iriart, Hubert Cochet, Maxime Sermesant",537-546,/chapter/10.1007/978-3-030-87231-1_52,2021
387,Cardiac Transmembrane Potential Imaging with GCN Based Iterative Soft Threshold Network,"Lide Mu, Huafeng Liu",547-556,/chapter/10.1007/978-3-030-87231-1_53,2021
388,AtrialGeneral: Domain Generalization for Left Atrial Segmentation of Multi-center LGE MRIs,"Lei Li, Veronika A. Zimmer, Julia A. Schnabel, Xiahai Zhuang",557-566,/chapter/10.1007/978-3-030-87231-1_54,2021
389,TVnet: Automated Time-Resolved Tracking of the Tricuspid Valve Plane in MRI Long-Axis Cine Images with a Dual-Stage Deep Learning Pipeline,"Ricardo A. Gonzales, JÃ©rÃ´me Lamy, Felicia Seemann, Einar Heiberg, John A. Onofrey, Dana C. Peters",567-576,/chapter/10.1007/978-3-030-87231-1_55,2021
390,Deep Open Snake Tracker for Vessel Tracing,"Li Chen, Wenjin Liu, Niranjan Balu, Mahmud Mossa-Basha, Thomas S. Hatsukami, Jenq-Neng Hwang et al.",579-589,/chapter/10.1007/978-3-030-87231-1_56,2021
391,MASC-Units:Training Oriented Filters for Segmenting Curvilinear Structures,"Zewen Liu, Timothy Cootes",590-599,/chapter/10.1007/978-3-030-87231-1_57,2021
392,Vessel Width Estimation via Convolutional Regression,"Rui-Qi Li, Gui-Bin Bian, Xiao-Hu Zhou, Xiaoliang Xie, Zhen-Liang Ni, Yan-Jie Zhou et al.",600-610,/chapter/10.1007/978-3-030-87231-1_58,2021
393,Renal Cell Carcinoma Classification from Vascular Morphology,"Rudan Xiao, Eric Debreuve, Damien Ambrosetti, Xavier Descombes",611-621,/chapter/10.1007/978-3-030-87231-1_59,2021
394,Correction to: TVnet: Automated Time-Resolved Tracking of the Tricuspid Valve Plane in MRI Long-Axis Cine Images with a Dual-Stage Deep Learning Pipeline,"Ricardo A. Gonzales, JÃ©rÃ´me Lamy, Felicia Seemann, Einar Heiberg, John A. Onofrey, Dana C. Peters",C1-C1,/chapter/10.1007/978-3-030-87231-1_60,2021
395,Learning More for Free - A Multi Task Learning Approach for Improved Pathology Classification in Capsule Endoscopy,"Anuja Vats, Marius Pedersen, Ahmed Mohammed, Ã˜istein Hovde",3-13,/chapter/10.1007/978-3-030-87234-2_1,2021
396,Learning-Based Attenuation Quantification in Abdominal Ultrasound,"Myeong-Gee Kim, SeokHwan Oh, Youngmin Kim, Hyuksool Kwon, Hyeon-Min Bae",14-23,/chapter/10.1007/978-3-030-87234-2_2,2021
397,Colorectal Polyp Classification from White-Light Colonoscopy Images via Domain Alignment,"Qin Wang, Hui Che, Weizhen Ding, Li Xiang, Guanbin Li, Zhen Li et al.",24-32,/chapter/10.1007/978-3-030-87234-2_3,2021
398,Non-invasive Assessment of Hepatic Venous Pressure Gradient (HVPG) Based on MR Flow Imaging and Computational Fluid Dynamics,"Kexin Wang, Shuo Wang, Minghua Xiong, Chengyan Wang, He Wang",33-42,/chapter/10.1007/978-3-030-87234-2_4,2021
399,Deep-Cleansing: Deep-Learning Based Electronic Cleansing in Dual-Energy CT Colonography,"Guibo Luo, Tianyu Liu, Bin Li, Michael Zalis, Wenli Cai",43-53,/chapter/10.1007/978-3-030-87234-2_5,2021
400,Interactive Smoothing Parameter Optimization in DBT Reconstruction Using Deep Learning,"Pranjal Sahu, Hailiang Huang, Wei Zhao, Hong Qin",57-67,/chapter/10.1007/978-3-030-87234-2_6,2021
401,Synthesis of Contrast-Enhanced Spectral Mammograms from Low-Energy Mammograms Using cGAN-Based Synthesis Network,"Yanyun Jiang, Yuanjie Zheng, Weikuan Jia, Sutao Song, Yanhui Ding",68-77,/chapter/10.1007/978-3-030-87234-2_7,2021
402,Self-adversarial Learning for Detection of Clustered Microcalcifications in Mammograms,"Xi Ouyang, Jifei Che, Qitian Chen, Zheren Li, Yiqiang Zhan, Zhong Xue et al.",78-87,/chapter/10.1007/978-3-030-87234-2_8,2021
403,Graph Transformers for Characterization and Interpretation of Surgical Margins,"Amoon Jamzad, Alice Santilli, Faranak Akbarifar, Martin Kaufmann, Kathryn Logan, Julie Wallis et al.",88-97,/chapter/10.1007/978-3-030-87234-2_9,2021
404,Domain Generalization for Mammography Detection via Multi-style and Multi-view Contrastive Learning,"Zheren Li, Zhiming Cui, Sheng Wang, Yuji Qi, Xi Ouyang, Qitian Chen et al.",98-108,/chapter/10.1007/978-3-030-87234-2_10,2021
405,Learned Super Resolution Ultrasound for Improved Breast Lesion Characterization,"Or Bar-Shira, Ahuva Grubstein, Yael Rapson, Dror Suhami, Eli Atar, Keren Peri-Hanania et al.",109-118,/chapter/10.1007/978-3-030-87234-2_11,2021
406,BI-RADS Classification of Calcification on Mammograms,"Yanbo Zhang, Yuxing Tang, Zhenjie Cao, Mei Han, Jing Xiao, Jie Ma et al.",119-128,/chapter/10.1007/978-3-030-87234-2_12,2021
407,Supervised Contrastive Pre-training for Mammographic Triage Screening Models,"Zhenjie Cao, Zhicheng Yang, Yuxing Tang, Yanbo Zhang, Mei Han, Jing Xiao et al.",129-139,/chapter/10.1007/978-3-030-87234-2_13,2021
408,Trainable Summarization to Improve Breast Tomosynthesis Classification,"Mickael Tardy, Diana Mateus",140-149,/chapter/10.1007/978-3-030-87234-2_14,2021
409,Multi-level Relationship Capture Network for Automated Skin Lesion Recognition,"Zihao Liu, Ruiqin Xiong, Tingting Jiang",153-164,/chapter/10.1007/978-3-030-87234-2_15,2021
410,Culprit-Prune-Net: Efficient Continual Sequential Multi-domain Learning with Application to Skin Lesion Classification,"Nourhan Bayasi, Ghassan Hamarneh, Rafeef Garbi",165-175,/chapter/10.1007/978-3-030-87234-2_16,2021
411,End-to-End Ugly Duckling Sign Detection for Melanoma Identification with Transformers,"Zhen Yu, Victoria Mar, Anders Eriksson, Shakes Chandra, Paul Bonnington, Lei Zhang et al.",176-184,/chapter/10.1007/978-3-030-87234-2_17,2021
412,Automatic Severity Rating for Improved Psoriasis Treatment,"Xian Wu, Yangtian Yan, Shuang Zhao, Yehong Kuang, Shen Ge, Kai Wang et al.",185-194,/chapter/10.1007/978-3-030-87234-2_18,2021
413,STRESS: Super-Resolution for Dynamic Fetal MRI Using Self-supervised Learning,"Junshen Xu, Esra Abaci Turk, P. Ellen Grant, Polina Golland, Elfar Adalsteinsson",197-206,/chapter/10.1007/978-3-030-87234-2_19,2021
414,Detecting Hypo-plastic Left Heart Syndrome in Fetal Ultrasound via Disease-Specific Atlas Maps,"Samuel Budd, Matthew Sinclair, Thomas Day, Athanasios Vlontzos, Jeremy Tan, Tianrui Liu et al.",207-217,/chapter/10.1007/978-3-030-87234-2_20,2021
415,EllipseNet: Anchor-Free Ellipse Detection for Automatic Cardiac Biometrics in Fetal Echocardiography,"Jiancong Chen, Yingying Zhang, Jingyi Wang, Xiaoxue Zhou, Yihua He, Tong Zhang",218-227,/chapter/10.1007/978-3-030-87234-2_21,2021
416,AutoFB: Automating Fetal Biometry Estimation from Standard Ultrasound Planes,"Sophia Bano, Brian Dromey, Francisco Vasconcelos, Raffaele Napolitano, Anna L. David, Donald M. Peebles et al.",228-238,/chapter/10.1007/978-3-030-87234-2_22,2021
417,Learning Spatiotemporal Probabilistic Atlas of Fetal Brains with Anatomically Constrained Registration Network,"Yuchen Pei, Liangjun Chen, Fenqiang Zhao, Zhengwang Wu, Tao Zhong, Ya Wang et al.",239-248,/chapter/10.1007/978-3-030-87234-2_23,2021
418,Leveraging Auxiliary Information from EMR for Weakly Supervised Pulmonary Nodule Detection,"Hao-Hsiang Yang, Fu-En Wang, Cheng Sun, Kuan-Chih Huang, Hung-Wei Chen, Yi Chen et al.",251-261,/chapter/10.1007/978-3-030-87234-2_24,2021
419,M-SEAM-NAM: Multi-instance Self-supervised Equivalent Attention Mechanism with Neighborhood Affinity Module for Double Weakly Supervised Segmentation of COVID-19,"Wen Tang, Han Kang, Ying Cao, Pengxin Yu, Hu Han, Rongguo Zhang et al.",262-272,/chapter/10.1007/978-3-030-87234-2_25,2021
420,Longitudinal Quantitative Assessment of COVID-19 Infection Progression from Chest CTs,"Seong Tae Kim, Leili Goli, Magdalini Paschali, Ashkan Khakzar, Matthias Keicher, Tobias Czempiel et al.",273-282,/chapter/10.1007/978-3-030-87234-2_26,2021
421,Beyond COVID-19 Diagnosis: Prognosis with Hierarchical Graph Representation Learning,"Chen Liu, Jinze Cui, Dailin Gan, Guosheng Yin",283-292,/chapter/10.1007/978-3-030-87234-2_27,2021
422,RATCHET: Medical Transformer for Chest X-ray Diagnosis and Reporting,"Benjamin Hou, Georgios Kaissis, Ronald M. Summers, Bernhard Kainz",293-303,/chapter/10.1007/978-3-030-87234-2_28,2021
423,Detecting When Pre-trained nnU-Net Models Fail Silently for Covid-19 Lung Lesion Segmentation,"Camila Gonzalez, Karol Gotkowski, Andreas Bucher, Ricarda Fischbach, Isabel Kaltenborn, Anirban Mukhopadhyay",304-314,/chapter/10.1007/978-3-030-87234-2_29,2021
424,Perceptual Quality Assessment of Chest Radiograph,"Mengda Guan, Yuanyuan Lyu, Wanyue Cao, Xingwang Wu, Jingjing Lu, S. Kevin Zhou",315-324,/chapter/10.1007/978-3-030-87234-2_30,2021
425,Pristine Annotations-Based Multi-modal Trained Artificial Intelligence Solution to Triage Chest X-Ray for COVID-19,"Tao Tan, Bipul Das, Ravi Soni, Mate Fejes, Sohan Ranjan, Daniel Attila Szabo et al.",325-334,/chapter/10.1007/978-3-030-87234-2_31,2021
426,Determination of Error in 3D CT to 2D Fluoroscopy Image Registration for Endobronchial Guidance,"Nicole Varble, Alvin Chen, Ayushi Sinha, Brian Lee, Quirina de Ruiter, Bradford Wood et al.",335-344,/chapter/10.1007/978-3-030-87234-2_32,2021
427,Chest Radiograph Disentanglement for COVID-19 Outcome Prediction,"Lei Zhou, Joseph Bae, Huidong Liu, Gagandeep Singh, Jeremy Green, Dimitris Samaras et al.",345-355,/chapter/10.1007/978-3-030-87234-2_33,2021
428,Attention Based CNN-LSTM Network for Pulmonary Embolism Prediction on Chest Computed Tomography Pulmonary Angiograms,"Sudhir Suman, Gagandeep Singh, Nicole Sakla, Rishabh Gattu, Jeremy Green, Tej Phatak et al.",356-366,/chapter/10.1007/978-3-030-87234-2_34,2021
429,LuMiRa: An Integrated Lung Deformation Atlas and 3D-CNN Model of Infiltrates for COVID-19 Prognosis,"Amogh Hiremath, Lei Yuan, Rakesh Shiradkar, Kaustav Bera, Vidya Sankar Viswanathan, Pranjal Vaidya et al.",367-377,/chapter/10.1007/978-3-030-87234-2_35,2021
430,Multi-site Incremental Image Quality Assessment of Structural MRI via Consensus Adversarial Representation Adaptation,"Siyuan Liu, Kim-Han Thung, Weili Lin, Pew-Thian Yap",381-389,/chapter/10.1007/978-3-030-87234-2_36,2021
431,Surface-Guided Image Fusion for Preserving Cortical Details in Human Brain Templates,"Sahar Ahmad, Ye Wu, Pew-Thian Yap",390-399,/chapter/10.1007/978-3-030-87234-2_37,2021
432,Longitudinal Correlation Analysis for Decoding Multi-modal Brain Development,"Qingyu Zhao, Ehsan Adeli, Kilian M. Pohl",400-409,/chapter/10.1007/978-3-030-87234-2_38,2021
433,ACN: Adversarial Co-training Network for Brain Tumor Segmentation with Missing Modalities,"Yixin Wang, Yang Zhang, Yang Liu, Zihao Lin, Jiang Tian, Cheng Zhong et al.",410-420,/chapter/10.1007/978-3-030-87234-2_39,2021
434,Covariate Correcting Networks for Identifying Associations Between Socioeconomic Factors and Brain Outcomes in Children,"Hyuna Cho, Gunwoong Park, Amal Isaiah, Won Hwa Kim",421-431,/chapter/10.1007/978-3-030-87234-2_40,2021
435,Symmetry-Enhanced Attention Network for Acute Ischemic Infarct Segmentation with Non-contrast CT Images,"Kongming Liang, Kai Han, Xiuli Li, Xiaoqing Cheng, Yiming Li, Yizhou Wang et al.",432-441,/chapter/10.1007/978-3-030-87234-2_41,2021
436,Modality Completion via Gaussian Process Prior Variational Autoencoders for Multi-modal Glioma Segmentation,"Mohammad Hamghalam, Alejandro F. Frangi, Baiying Lei, Amber L. Simpson",442-452,/chapter/10.1007/978-3-030-87234-2_42,2021
437,Joint PVL Detection and Manual Ability Classification Using Semi-supervised Multi-task Learning,"Jingyun Yang, Jie Hu, Yicong Li, Heng Liu, Yang Li",453-463,/chapter/10.1007/978-3-030-87234-2_43,2021
438,Active Cortex Tractography,"Ye Wu, Yoonmi Hong, Sahar Ahmad, Pew-Thian Yap",467-476,/chapter/10.1007/978-3-030-87234-2_44,2021
439,Highly Reproducible Whole Brain Parcellation in Individuals via Voxel Annotation with Fiber Clusters,"Ye Wu, Sahar Ahmad, Pew-Thian Yap",477-486,/chapter/10.1007/978-3-030-87234-2_45,2021
440,Accurate Parameter Estimation in Fetal Diffusion-Weighted MRI - Learning from Fetal and Newborn Data,"Davood Karimi, Lana Vasung, Fedel Machado-Rivas, Camilo Jaimes, Shadab Khan, Ali Gholipour",487-496,/chapter/10.1007/978-3-030-87234-2_46,2021
441,Deep Fiber Clustering: Anatomically Informed Unsupervised Deep Learning for Fast and Effective White Matter Parcellation,"Yuqian Chen, Chaoyi Zhang, Yang Song, Nikos Makris, Yogesh Rathi, Weidong Cai et al.",497-507,/chapter/10.1007/978-3-030-87234-2_47,2021
442,Disentangled and Proportional Representation Learning for Multi-view Brain Connectomes,"Yanfu Zhang, Liang Zhan, Shandong Wu, Paul Thompson, Heng Huang",508-518,/chapter/10.1007/978-3-030-87234-2_48,2021
443,Quantifying Structural Connectivity in Brain Tumor Patients,"Yiran Wei, Chao Li, Stephen John Price",519-529,/chapter/10.1007/978-3-030-87234-2_49,2021
444,Q-space Conditioned Translation Networks for Directional Synthesis of Diffusion Weighted Images from Multi-modal Structural MRI,"Mengwei Ren, Heejong Kim, Neel Dey, Guido Gerig",530-540,/chapter/10.1007/978-3-030-87234-2_50,2021
445,Detecting Brain State Changes by Geometric Deep Learning of Functional Dynamics on Riemannian Manifold,"Zhuobin Huang, Hongmin Cai, Tingting Dan, Yi Lin, Paul Laurienti, Guorong Wu",543-552,/chapter/10.1007/978-3-030-87234-2_51,2021
446,From Brain to Body: Learning Low-Frequency Respiration and Cardiac Signals from fMRI Dynamics,"Roza G. Bayrak, Colin B. Hansen, Jorge A. Salas, Nafis Ahmed, Ilwoo Lyu, Yuankai Huo et al.",553-563,/chapter/10.1007/978-3-030-87234-2_52,2021
447,Multi-head GAGNN: A Multi-head Guided Attention Graph Neural Network for Modeling Spatio-temporal Patterns of Holistic Brain Functional Networks,"Jiadong Yan, Yuzhong Chen, Shimin Yang, Shu Zhang, Mingxin Jiang, Zhongbo Zhao et al.",564-573,/chapter/10.1007/978-3-030-87234-2_53,2021
448,Building Dynamic Hierarchical Brain Networks and Capturing Transient Meta-states for Early Mild Cognitive Impairment Diagnosis,"Mianxin Liu, Han Zhang, Feng Shi, Dinggang Shen",574-583,/chapter/10.1007/978-3-030-87234-2_54,2021
449,Recurrent Multigraph Integrator Network for Predicting the Evolution of Population-Driven Brain Connectivity Templates,"Oytun Demirbilek, Islem Rekik",584-594,/chapter/10.1007/978-3-030-87234-2_55,2021
450,Efficient Neural Network Approximation of Robust PCA for Automated Analysis of Calcium Imaging Data,"Seungjae Han, Eun-Seo Cho, Inkyu Park, Kijung Shin, Young-Gyu Yoon",595-604,/chapter/10.1007/978-3-030-87234-2_56,2021
451,Text2Brain: Synthesis of Brain Activation Maps from Free-Form Text Query,"Gia H. Ngo, Minh Nguyen, Nancy F. Chen, Mert R. Sabuncu",605-614,/chapter/10.1007/978-3-030-87234-2_57,2021
452,Estimation of Spontaneous Neuronal Activity Using Homomorphic Filtering,"Sukesh Kumar Das, Anil K. Sao, Bharat Biswal",615-624,/chapter/10.1007/978-3-030-87234-2_58,2021
453,A Matrix Autoencoder Framework to Align the Functional and Structural Connectivity Manifolds as Guided by Behavioral Phenotypes,"Niharika Shimona Dâ€™Souza, Mary Beth Nebel, Deana Crocetti, Joshua Robinson, Stewart Mostofsky, Archana Venkataraman",625-636,/chapter/10.1007/978-3-030-87234-2_59,2021
454,Topological Receptive Field Model for Human Retinotopic Mapping,"Yanshuai Tu, Duyan Ta, Zhong-Lin Lu, Yalin Wang",639-649,/chapter/10.1007/978-3-030-87234-2_60,2021
455,SegRecon: Learning Joint Brain Surface Reconstruction and Segmentation from Images,"Karthik Gopinath, Christian Desrosiers, Herve Lombaert",650-659,/chapter/10.1007/978-3-030-87234-2_61,2021
456,LG-Net: Lesion Gate Network for Multiple Sclerosis Lesion Inpainting,"Zihao Tang, Mariano Cabezas, Dongnan Liu, Michael Barnett, Weidong Cai, Chenyu Wang",660-669,/chapter/10.1007/978-3-030-87234-2_62,2021
457,Self-Supervised Lesion Change Detection and Localisation in Longitudinal Multiple Sclerosis Brain Imaging,"Minh-Son To, Ian G. Sarno, Chee Chong, Mark Jenkinson, Gustavo Carneiro",670-680,/chapter/10.1007/978-3-030-87234-2_63,2021
458,SyNCCT: Synthetic Non-contrast Images of the Brain from Single-Energy Computed Tomography Angiography,"Florian Thamm, Oliver Taubmann, Felix Denzinger, Markus JÃ¼rgens, Hendrik Ditt, Andreas Maier",681-690,/chapter/10.1007/978-3-030-87234-2_64,2021
459,Local Morphological Measures Confirm that Folding Within Small Partitions of the Human Cortex Follows Universal Scaling Law,"Karoline Leiberg, Christoforos Papasavvas, Yujiang Wang",691-700,/chapter/10.1007/978-3-030-87234-2_65,2021
460,Exploring the Functional Difference of Gyri/Sulci via Hierarchical Interpretable Autoencoder,"Lin Zhao, Haixing Dai, Xi Jiang, Tuo Zhang, Dajiang Zhu, Tianming Liu",701-709,/chapter/10.1007/978-3-030-87234-2_66,2021
461,Personalized Matching and Analysis of Cortical Folding Patterns via Patch-Based Intrinsic Brain Mapping,"Jiong Zhang, Yonggang Shi",710-720,/chapter/10.1007/978-3-030-87234-2_67,2021
462,A Location Constrained Dual-Branch Network for Reliable Diagnosis of Jaw Tumors and Cysts,"Jiacong Hu, Zunlei Feng, Yining Mao, Jie Lei, Dan Yu, Mingli Song",723-732,/chapter/10.1007/978-3-030-87234-2_68,2021
463,Motion Correction for Liver DCE-MRI with Time-Intensity Curve Constraint,"Yuhang Sun, Dongming Wei, Zhiming Cui, Yujia Zhou, Caiwen Jiang, Jiameng Liu et al.",733-742,/chapter/10.1007/978-3-030-87234-2_69,2021
464,Parallel Capsule Networks for Classification of White Blood Cells,"Juan P. Vigueras-GuillÃ©n, Arijit Patra, Ola Engkvist, Frank Seeliger",743-752,/chapter/10.1007/978-3-030-87234-2_70,2021
465,Incorporating Isodose Lines and Gradient Information via Multi-task Learning for Dose Prediction in Radiotherapy,"Shuai Tan, Pin Tang, Xingchen Peng, Jianghong Xiao, Chen Zu, Xi Wu et al.",753-763,/chapter/10.1007/978-3-030-87234-2_71,2021
466,Sequential Learning on Liver Tumor Boundary Semantics and Prognostic Biomarker Mining,"Jie-Neng Chen, Ke Yan, Yu-Dong Zhang, Youbao Tang, Xun Xu, Shuwen Sun et al.",764-774,/chapter/10.1007/978-3-030-87234-2_72,2021
467,Do We Need Complex Image Features to Personalize Treatment of Patients with Locally Advanced Rectal Cancer?,"Iram Shahzadi, Annika Lattermann, Annett Linge, Alexander Zwanenburg, Christian Baldus, Jan C. Peeken et al.",775-785,/chapter/10.1007/978-3-030-87234-2_73,2021
468,Multiple Instance Learning with Auxiliary Task Weighting for Multiple Myeloma Classification,"Talha Qaiser, Stefan Winzeck, Theodore Barfoot, Tara Barwick, Simon J. Doran, Martin F. Kaiser et al.",786-796,/chapter/10.1007/978-3-030-87234-2_74,2021
469,Correction to: Highly Reproducible Whole Brain Parcellation in Individuals via Voxel Annotation with Fiber Clusters,"Ye Wu, Sahar Ahmad, Pew-Thian Yap",C1-C1,/chapter/10.1007/978-3-030-87234-2_75,2021
470,Relational Subsets Knowledge Distillation for Long-Tailed Retinal Diseases Recognition,"Lie Ju, Xin Wang, Lin Wang, Tongliang Liu, Xin Zhao, Tom Drummond et al.",3-12,/chapter/10.1007/978-3-030-87237-3_1,2021
471,Cross-Domain Depth Estimation Network for 3D Vessel Reconstruction in OCT Angiography,"Shuai Yu, Yonghuai Liu, Jiong Zhang, Jianyang Xie, Yalin Zheng, Jiang Liu et al.",13-23,/chapter/10.1007/978-3-030-87237-3_2,2021
472,Distinguishing Differences Matters: Focal Contrastive Network for Peripheral Anterior Synechiae Recognition,"Yifan Yang, Huihui Fang, Qing Du, Fei Li, Xiulan Zhang, Mingkui Tan et al.",24-33,/chapter/10.1007/978-3-030-87237-3_3,2021
473,RV-GAN: Segmenting Retinal Vascular Structure in Fundus Photographs Using a Novel Multi-scale Generative Adversarial Network,"Sharif Amit Kamran, Khondker Fariha Hossain, Alireza Tavakkoli, Stewart Lee Zuckerbrod, Kenton M. Sanders, Salah A. Baker",34-44,/chapter/10.1007/978-3-030-87237-3_4,2021
474,MIL-VT: Multiple Instance Learning Enhanced Vision Transformer for Fundus Image Classification,"Shuang Yu, Kai Ma, Qi Bi, Cheng Bian, Munan Ning, Nanjun He et al.",45-54,/chapter/10.1007/978-3-030-87237-3_5,2021
475,Local-Global Dual Perception Based Deep Multiple Instance Learning for Retinal Disease Classification,"Qi Bi, Shuang Yu, Wei Ji, Cheng Bian, Lijun Gong, Hanruo Liu et al.",55-64,/chapter/10.1007/978-3-030-87237-3_6,2021
476,BSDA-Net: A Boundary Shape and Distance Aware Joint Learning Framework for Segmenting and Classifying OCTA Images,"Li Lin, Zhonghua Wang, Jiewei Wu, Yijin Huang, Junyan Lyu, Pujin Cheng et al.",65-75,/chapter/10.1007/978-3-030-87237-3_7,2021
